slug,winner,up_shares,up_spend,down_shares,down_spend,combined_spend,payout_if_up,payout_if_down,gross_pnl,roi,gross_pnl_if_up,gross_pnl_if_down,combined_cost_ratio,price_sum,share_skew,notional_skew,payout_skew,winner_overweight,first_buy_s,last_buy_s
btc-updown-5m-1776368700,Up,1064.31007,850.5094036433833,1199.82111,404.56919334388334,1255.0785969872666,1064.31007,1199.82111,-190.76852698726657,-0.15199727526642065,-190.76852698726657,-55.257486987266475,1.0460547714377741,1.03,0.887057296399794,2.10225943456958,-135.5110400000001,False,106,298
btc-updown-5m-1776367500,Up,1158.73456,611.31613085235,702.99359,473.0443073679833,1084.3604382203334,1158.73456,702.99359,74.37412177966667,0.06858800741728502,74.37412177966667,-381.3668482203334,0.935814357880491,0.0,1.6482860960368075,1.2923020557074465,455.74097000000006,True,22,248
btc-updown-5m-1776367200,Up,1523.09767,1026.9981202409167,1380.87439,595.4137861280833,1622.411906369,1523.09767,1380.87439,-99.3142363689999,-0.06121394695091195,-99.3142363689999,-241.53751636900006,1.0652054285980228,1.0499999999999998,1.1029950884960653,1.7248477347482722,142.22328000000016,True,14,292
btc-updown-5m-1776366900,Up,469.86685,332.8730377879167,227.04042,57.156052832600004,390.0290906205167,469.86685,227.04042,79.83775937948332,0.20469693491956062,79.83775937948332,-162.98867062051667,0.8300842900930693,1.02707625,2.0695295137315197,5.823933271999085,242.82643,True,128,244
btc-updown-5m-1776365700,Up,527.85073,363.48690899666667,287.03641,114.89164629166666,478.37855528833336,527.85073,287.03641,49.47217471166664,0.10341637216962672,49.47217471166664,-191.34214528833337,0.9062762029112537,0.9984166666666666,1.838967850803318,3.1637366225383365,240.81432,True,8,216
btc-updown-5m-1776365400,Up,407.84253,244.1839490031,112.56363999999999,15.711633504799998,259.8955825079,407.84253,112.56363999999999,147.94694749210004,0.5692553373338038,147.94694749210004,-147.33194250789998,0.6372449251624149,0.0,3.6232173195536324,15.541601637315454,295.27889000000005,True,8,124
btc-updown-5m-1776365100,Up,294.08473,213.57797946803333,114.1248,36.5208,250.09877946803334,294.08473,114.1248,43.98595053196664,0.1758743110443238,43.98595053196664,-135.97397946803335,0.8504310287311869,1.01,2.576869619924854,5.848118865633648,179.95992999999999,True,20,52
btc-updown-5m-1776364800,Up,1111.36405,724.5820309995333,572.52462,208.48042158355,933.0624525830833,1111.36405,572.52462,178.3015974169166,0.1910928865729274,178.3015974169166,-360.5378325830833,0.839565084531107,1.0277566666666667,1.9411637703894722,3.4755399355768857,538.8394299999999,True,10,252
btc-updown-5m-1776364500,Up,466.85854,290.41020350071665,626.96753,192.24638166996667,482.65658517068334,466.85854,626.96753,-15.798045170683338,-0.03273144023321805,-15.798045170683338,144.31094482931667,0.7698270836620252,0.0,0.7446295344832291,1.510614665295859,-160.10899,False,18,260
btc-updown-5m-1776364200,Up,1167.49923,732.1022514424833,1101.55836,589.6373868756666,1321.73963831815,1167.49923,1101.55836,-154.24040831815,-0.11669500092651644,-154.24040831815,-220.1812783181499,1.132111785905118,0.0,1.0598614402962725,1.2416143679791074,65.9408699999999,True,14,282
btc-updown-5m-1776363900,Up,354.08178,273.41867514385,57.0624,18.259968,291.67864314385,354.08178,57.0624,62.403136856149956,0.21394482703135034,62.403136856149956,-234.61624314385003,0.8237606666568668,1.0324083333333334,6.205168026581426,14.973666719670593,297.01937999999996,True,152,226
btc-updown-5m-1776363600,Down,405.96000000000004,217.57262400000002,701.51084,452.86434121008335,670.4369652100834,405.96000000000004,701.51084,31.07387478991666,0.04634868958960157,-264.47696521008334,31.07387478991666,0.955704355488054,0.0,0.5786938374323625,0.48043664338559233,-295.55084,True,46,216
btc-updown-5m-1776363300,Up,588.27104,429.5935566085667,918.82633,375.12420757726665,804.7177641858334,588.27104,918.82633,-216.44672418583343,-0.2689722208441883,-216.44672418583343,114.10856581416658,0.87581051817032,1.0291970833333335,0.6402418180593497,1.1452035030825907,-330.55529,False,84,284
btc-updown-5m-1776362100,Up,1437.9378,619.7516361934834,928.63863,512.5368804720833,1132.2885166655667,1437.9378,928.63863,305.6492833344332,0.26993940045822257,305.6492833344332,-203.64988666556667,0.7874391483870629,1.003845,1.5484363384710798,1.2091844700475944,509.2991699999999,True,24,298
btc-updown-5m-1776361800,Down,169.98205000000002,38.702649264083334,119.0496,105.9576,144.66024926408335,169.98205000000002,119.0496,-25.61064926408335,-0.17703999125101766,25.321800735916668,-25.61064926408335,0.8510325017499397,0.0,1.4278254609843293,0.36526543885557367,50.93245000000002,False,38,186
btc-updown-5m-1776361500,Up,527.11936,353.75547855733333,287.80276,125.66228952751666,479.41776808484997,527.11936,287.80276,47.70159191515006,0.09949900710961462,47.70159191515006,-191.61500808485,0.909505141463311,0.0,1.831529899157326,2.8151283880584588,239.31660000000005,True,26,278
btc-updown-5m-1776361200,Up,59.4384,51.711408,0,0,51.711408,59.4384,0,7.726992000000003,0.1494252873563219,7.726992000000003,-51.711408,0.87,0.0,0.0,0.0,59.4384,True,140,140
btc-updown-5m-1776360000,Up,937.49582,636.7571545089834,464.82731,261.1500324073,897.9071869162833,937.49582,464.82731,39.58863308371667,0.044089894435166976,39.58863308371667,-433.0798769162833,0.9577719364298428,0.9960600000000001,2.0168690604689297,2.43828097067157,472.66850999999997,True,16,252
btc-updown-5m-1776359700,Up,351.18,232.642028,455.32848,131.06589552,363.70792352,351.18,455.32848,-12.527923520000002,-0.03444501125725709,-12.527923520000002,91.62055648,0.7987814061619866,1.005,0.7712673716346493,1.7750004841228892,-104.14848,False,14,182
btc-updown-5m-1776359400,Down,410.78328999999997,287.85239358403334,807.8643,382.64005290105,670.4924464850833,410.78328999999997,807.8643,137.37185351491667,0.20488202996925609,-259.7091564850833,137.37185351491667,0.8299567718057146,1.0229175000000001,0.5084805579352869,0.7522798290498653,-397.08101,True,38,270
btc-updown-5m-1776359100,Down,56.0688,5.0461920000000005,466.64924,286.97433056395,292.02052256395,56.0688,466.64924,174.62871743605,0.5980015236696516,-235.95172256395,174.62871743605,0.6257816311110889,0.0,0.12015191538724032,0.017584123256193105,-410.58044,True,36,146
btc-updown-5m-1776358800,Down,338.8752,62.865359999999995,823.34722,597.71593102,660.58129102,338.8752,823.34722,162.76592898,0.24639803032973281,-321.70609102,162.76592898,0.8023119225689497,1.01,0.41158236982934127,0.10517598199653219,-484.47202,True,90,298
btc-updown-5m-1776357600,Down,510.36823000000004,122.48425647676667,764.42423,553.5272947135167,676.0115511902833,510.36823000000004,764.42423,88.41267880971668,0.13078575159558234,-165.64332119028325,88.41267880971668,0.8843408210520529,1.0082733333333334,0.6676505139037784,0.22127952432799103,-254.05599999999993,True,30,268
btc-updown-5m-1776357300,Up,1048.54803,626.5287697033,1030.4436,377.18864123503334,1003.7174109383334,1048.54803,1030.4436,44.83061906166654,0.04466458245429485,44.83061906166654,26.726189061666673,0.9572450495551772,1.0393183333333333,1.0175695496580306,1.661048879022044,18.104429999999866,True,12,240
